College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life,Placement_Rate,Avg_Package,,,Courses_Offered
"Bihar Veterinary College, Patna ",Bihar,Agriculture,--,--,7,8,9,8,7,5,5,,800000,88,,
National Research Centre for Litchi ,Bihar,Agriculture,--,--,--,--,--,--,--,--,--,,1000000,98,,
BR Ambedkar Bihar University ,Bihar,Agriculture,--,--,7.7,7.9,7.5,8.1,7.6,7.2,8.1,,1400000,99,,
"College of Basic Sciences & Humanities, Pusa ",Bihar,Agriculture,--,--,8.1,8.4,8.1,9,8.1,6.3,8.4,,900000,97,,
"Patliputra University, Patna ",Bihar,Agriculture,--,--,7.7,7.8,7.4,8.3,7.7,7,7.7,,1300000,88,,
"K.K. University, Nalanda ",Bihar,Agriculture,--,--,8.6,7,--,--,--,--,--,,500000,95,,
"Purnea University, Purnahiya ",Bihar,Agriculture,--,--,--,--,--,--,--,--,--,,600000,92,,
Indira Gandhi Krishi Vishwavidyalaya ,Chhattisgarh,Agriculture,"19,160","27,406",7.5,7.6,7.3,8.3,7.1,6.8,7.6,,500000,92,,
"Bhartiya College of Agriculture and Agricultural Engineering, ",Chhattisgarh,Agriculture,--,--,--,--,--,--,--,--,--,,600000,97,,
Shaheed Gundadhur College of Agriculture and Research ,Chhattisgarh,Agriculture,--,--,--,--,--,--,--,--,--,,400000,89,,
"RMD College of Agriculture and Research Station, ",Chhattisgarh,Agriculture,"5,000",--,--,--,--,--,--,--,--,,1100000,97,,
Chhattisgarh Kamdhenu Vishwavidyalaya ,Chhattisgarh,Agriculture,"13,440",--,6.8,7,6.5,7,7,6,7,,900000,90,,
Pt. Ravishankar Shukla University ,Chhattisgarh,Agriculture,"29,150","24,200",6.1,7,4.8,6.8,6.8,4.1,6.8,,500000,92,,
Shri Rawatpura Sarkar University ,Chhattisgarh,Agriculture,--,--,8.5,9,8,8.5,8.5,8.5,8.5,,1100000,99,,
"Bastar University, Bastar ",Chhattisgarh,Agriculture,"3,585",--,8,8,7.5,8.7,7.5,8.1,8.4,,900000,85,,
Birsa Agricultural University ,Jharkhand,Agriculture,"13,500","15,500",7.3,7.6,8.3,7.2,7.6,5,8.3,,1000000,89,,
"Sai Nath University, Ranchi ",Jharkhand,Agriculture,"20,000","58,000",6.8,7.4,6.7,6.8,6.9,6.9,6.3,,1400000,88,,
YBN University ,Jharkhand,Agriculture,"24,500","59,600",8.2,8.5,7.5,8.5,8,8.3,8.4,,400000,88,,
"AISECT University, Hazaribagh ",Jharkhand,Agriculture,"36,000","36,000",9.9,--,--,--,--,--,--,,1000000,95,,
"RKDF University, Ranchi ",Jharkhand,Agriculture,"70,000","60,000",--,--,--,--,--,--,--,,600000,86,,
Jharkhand Rai University ,Jharkhand,Agriculture,"1,28,000","1,15,000",7.7,8,7.5,8.8,7.3,6.9,7.8,,1400000,94,,
Radha Govind University ,Jharkhand,Agriculture,"60,000","50,000",8.6,8.9,8,8.7,8.9,8.4,8.5,,1100000,85,,
Usha Martin University ,Jharkhand,Agriculture,"91,000",--,7.6,8.5,6.5,8.8,6.8,7.9,7.1,,900000,98,,
Institute of Science and Management ,Jharkhand,Agriculture,--,--,8.5,8.8,7.5,8.8,9.2,8.2,8.5,,700000,99,,
Capital University ,Jharkhand,Agriculture,"1,10,000",--,8.2,8.3,8.1,8,8.3,8.1,8.1,,1400000,90,,
"KB Women's College, Hazaribagh ",Jharkhand,Agriculture,"10,000",--,8.5,9,9,8,9,7.5,8.5,,1100000,91,,
"Faculty of Veterinary Science and Animal Husbandry, ",Jharkhand,Agriculture,--,--,8.1,8,8,8,8.5,8,8,,1200000,89,,
"Dr. Shyama Prasad Mukherjee University, Ranchi ",Jharkhand,Agriculture,"22,000",--,6.5,7.2,5.2,6.8,6.9,6,7.1,,1300000,99,,
"Pragyan International University, Ranchi ",Jharkhand,Agriculture,--,--,--,--,--,--,--,--,--,,500000,92,,
Dr YS Parmar University of Horticulture and ,Himachal pradesh,Agriculture,"49,600","61,400",7.9,8.6,8.5,8.4,8.1,5.3,8.2,,900000,93,,
Chaudhary Sarwan Kumar Himachal Pradesh Krishi Vishvavidyalaya ,Himachal pradesh,Agriculture,"26,376","48,218",8.7,9.2,8.4,8.7,8.8,8.4,8.7,,800000,95,,
"Shoolini University, Solan ",Himachal pradesh,Agriculture,"1,13,626","1,32,310",8.3,8.4,7.6,8.4,8.6,8.3,8.7,,800000,95,,
Maharishi Markandeshwar ,Himachal pradesh,Agriculture,"1,03,500","83,500",8.6,9,8.2,8.9,8.2,8.4,8.9,,1300000,86,,
Eternal University ,Himachal pradesh,Agriculture,"75,000","72,500",7.5,7.4,7.1,7.8,8.2,7.1,7.4,,1400000,95,,
Abhilashi University ,Himachal pradesh,Agriculture,"70,000","80,000",8.4,8.9,8.3,8.4,8.6,8.1,8.1,,600000,97,,
Baddi University of Emerging Sciences and Technologies ,Himachal pradesh,Agriculture,"1,17,274",--,7.1,6.7,6.9,7.2,7.3,7,7.7,,1100000,88,,
"College of Agriculture, Palampur ",Himachal pradesh,Agriculture,"42,918","48,218",7.1,8.5,8,8,7.5,4,6.5,,1100000,95,,
State Institute of Hotel Management Catering Technology ,Himachal pradesh,Agriculture,"22,300",--,9.1,--,--,--,--,--,--,,800000,93,,
Institute of Himalayan Bioresource Technology ,Himachal pradesh,Agriculture,--,--,8.1,8.5,7.9,8.5,8,7.8,8,,1100000,89,,
Akal College of Agriculture ,Himachal pradesh,Agriculture,"75,000","65,000",--,--,--,--,--,--,--,,1300000,87,,
Akal College of Basic Sciences ,Himachal pradesh,Agriculture,"75,000","72,500",--,--,--,--,--,--,--,,1100000,90,,
Sher-e-Kashmir University of Agricultural Sciences and Technology ,Jammu,Agriculture,"31,400","30,600",7.4,8.4,7.4,7.7,8,5.9,7.2,,600000,99,,
"Government Degree College for Women, Anantnag ",Jammu,Agriculture,"3,930",--,8,9,6,9,9,7,8,,500000,87,,
University of Kashmir ,Jammu,Agriculture,--,--,6.7,7,6.9,7.1,7.2,5.1,6.8,,1200000,98,,
Sher-e-Kashmir University of Agricultural Sciences and Technology ,Jammu,Agriculture,"40,566","34,283",7.7,8.4,7,8.4,7.4,7,7.9,,500000,89,,
Panjab University ,Chandigarh,Agriculture,"34,923",--,7.7,8.2,7.7,8,7.7,6.5,8.2,,1200000,87,,
Swami Vivekanand Group Of Institutes ,Chandigarh,Agriculture,"70,000",--,8.5,9,7.8,--,9,8.1,--,,700000,90,,
Gauhati Medical College and Hospital ,Assam,Medical,--,--,8.5,8.6,7.7,8.5,8.3,9.3,8.3,,500000,96,,
Royal Global University ,Assam,Medical,"90,000","57,000",7.6,7.8,6.6,8,9,6.5,7.7,,1300000,94,,
Gauhati University ,Assam,Medical,--,--,8.2,8.4,7.5,8.7,8.4,7.2,8.7,,400000,89,,
Assam Down Town University ,Assam,Medical,"90,000","1,10,000",8.2,8.4,7.6,8.4,8.2,7.8,8.6,,700000,98,,
"Assam Women's University, Jorhat ",Assam,Medical,"14,066","56,124",7.7,8.3,7.3,8.2,6.7,7.5,8.3,,1200000,93,,
Assam Govt Homoeopathic Medical College and Hospital ,Assam,Medical,--,--,6,7,5,3,6,6,9,,1200000,87,,
"Assam Medical College, Dibrugarh ",Assam,Medical,"25,000","25,000",8.8,9.3,8,8.8,8.1,9.5,8.8,,700000,90,,
Jorhat Medical College ,Assam,Medical,"17,500",--,8.1,8.3,7.8,8.3,7.9,8.2,8.1,,1200000,92,,
Silchar Medical College ,Assam,Medical,"22,000","17,670",8.5,8.3,7.8,8.9,8.5,8.7,8.7,,900000,91,,
Army Institute of Nursing ,Assam,Medical,"1,29,950",--,9.8,--,--,--,--,--,--,,400000,90,,
Kaziranga University ,Assam,Medical,"80,500","1,10,500",7.5,7.3,6.7,8.1,7.4,7.2,8.1,,1300000,98,,
Krishna Kanta Handiqui State Open University ,Assam,Medical,"11,235",--,7.6,8.2,7.2,8.6,7.4,6.8,7.6,,900000,99,,
Fakhruddin Ali Ahmed Medical College and Hospital ,Assam,Medical,"20,000",--,8.2,8.4,7.8,8.4,8,8.8,7.8,,1200000,86,,
Tezpur Medical College & Hospital ,Assam,Medical,"27,075",--,7.9,8.8,5.8,8.7,7.8,--,--,,500000,99,,
"Pub Kamrup College, Kamrup ",Assam,Medical,"4,000","20,500",7.4,8,6.3,8.2,8.5,5.4,8,,900000,91,,
"Krishnaguru Adhyatmik Visvavidyalaya, Barpeta ",Assam,Medical,"70,000",--,--,--,--,--,--,--,--,,500000,92,,
"Mahapurusha Srimanta Sankaradeva Viswavidyalaya, Nagaon ",Assam,Medical,--,--,--,--,--,--,--,--,--,,700000,85,,
Srimanta Sankaradeva University of Health Sciences ,Assam,Medical,--,--,8.2,8.5,7.5,8.7,7.5,8.3,8.4,,1100000,99,,
"NEPEDS Group of Institutions, Guwahati ",Assam,Medical,--,--,--,--,--,--,--,--,--,,1000000,93,,
"PEWS Group of Institutions, Guwahati ",Assam,Medical,"90,000","1,10,000",--,--,--,--,--,--,--,,1400000,88,,
"Majuli University of Culture, Majuli ",Assam,Medical,"11,850",--,--,--,--,--,--,--,--,,1200000,92,,
"Nalanda Medical College, Patna ",Bihar,Medical,--,--,7.7,7.8,7.1,7.8,8,8.1,7.5,,1000000,99,,
Indira Gandhi Institute of Medical Sciences ,Bihar,Medical,"24,000","24,000",8.7,8.8,8.6,8.3,8.7,9.3,8.3,,400000,94,,
Tilka Manjhi Bhagalpur University ,Bihar,Medical,--,--,7.5,7.7,6.8,8.1,7.6,6.4,8.1,,500000,91,,
Magadh University ,Bihar,Medical,--,--,6,7.1,5,6.9,6.4,4.7,5.8,,900000,98,,
Aryabhatta Knowledge University ,Bihar,Medical,"42,000",--,8,8.7,7.1,8.1,8.3,7.6,8.1,,1000000,97,,
"College of Commerce, Arts & Science, Patna ",Bihar,Medical,--,--,6.9,7.9,4.7,8.1,7.6,5.6,7.3,,600000,94,,
Patna University ,Bihar,Medical,"12,500",--,7,7.6,6.2,8.2,7.3,5.1,7.4,,1200000,91,,
Gopal Narayan Singh University ,Bihar,Medical,--,--,8.5,8.6,8.6,8.2,8.9,8.1,8.4,,1000000,86,,
Nalanda Open University ,Bihar,Medical,"5,500",--,7.3,9,5.8,8.3,7.2,5.4,7.8,,900000,85,,
"Al-Karim University, Katihar ",Bihar,Medical,"3,79,000","37,80,000",--,--,--,--,--,--,--,,900000,88,,
Dr. C.V. Raman University ,Bihar,Medical,"20,000",--,--,--,--,--,--,--,--,,400000,96,,
Bhuwaneshwari Dayal College ,Bihar,Medical,--,--,7.2,8.2,6.3,8.4,7.6,5.3,7.1,,800000,86,,
"H.D. Jain College, Arrah ",Bihar,Medical,"3,000","1,000",7,8.1,5.7,7.7,6.7,6.4,7.1,,1300000,92,,
"M.V. College, Buxar ",Bihar,Medical,"3,000","3,000",6.5,6.3,4.8,7.9,6.8,5.5,7.7,,600000,94,,
Dr RB Singh Gaya Homoeopathic Medical College ,Bihar,Medical,"1,92,500",--,--,--,--,--,--,--,--,,1000000,91,,
Magadh Homoeopathic Medical College ,Bihar,Medical,--,--,--,--,--,--,--,--,--,,1300000,92,,
Anugrah Narayan Magadh Medical College and Hospital ,Bihar,Medical,"9,700","1,600",7.6,7.8,7.1,8,6.2,9.2,7.5,,600000,95,,
"Darbhanga Medical College, Darbhanga ",Bihar,Medical,--,--,7.3,7.3,7,7.2,6.5,8.1,7.9,,800000,90,,
Jawaharlal Nehru Medical College ,Bihar,Medical,"61,500","82,30,000",8.3,8.3,8.2,8.2,8.1,8.6,8.4,,1000000,85,,
"Katihar Medical College, Katihar ",Bihar,Medical,"26,50,000","11,50,000",8.6,8.7,8.7,8.7,8.4,8.5,8.4,,600000,98,,
Patna Medical College ,Bihar,Medical,279,279,7.4,7.8,7.2,7.8,6.2,8.6,7,,1300000,97,,
"Zulfequar Haider Unani Medical College and Hospital, ",Bihar,Medical,"2,87,050",--,--,--,--,--,--,--,--,,500000,97,,
Bihar Institute of Nursing and Paramedical ,Bihar,Medical,--,--,--,--,--,--,--,--,--,,900000,96,,
JM Institute of Speech and Hearing ,Bihar,Medical,--,--,--,--,--,--,--,--,--,,1100000,93,,
BR Ambedkar Bihar University ,Bihar,Medical,"6,000","6,000",7.7,7.9,7.5,8.1,7.6,7.2,8.1,,700000,90,,
All India Institute of Medical Sciences ,Bihar,Medical,"1,628","2,027",8,8.1,7.7,7.7,8.1,8.4,7.9,,1200000,96,,
Lalit Narayan Mithila University ,Bihar,Medical,"12,000",--,7.9,8.6,7.8,8.6,8.6,5.9,8,,1100000,97,,
Maulana Mazharul Haque Arabic and Persian University ,Bihar,Medical,"28,200","23,200",8.2,8.8,8.3,8.6,8.7,7.1,7.9,,1000000,94,,
Vardhman Institute of Medical Sciences ,Bihar,Medical,"15,600",--,8.8,9.1,8.4,8.7,9.1,8.9,8.4,,1000000,85,,
Shri Krishna Medical College ,Bihar,Medical,"20,100",500,8.2,7,--,--,--,--,--,,600000,85,,
"MATS University, Raipur ",Chhattisgarh,Medical,"13,000",--,7.4,7.4,7,7.8,7.4,7.2,7.4,,900000,92,,
Shri Rawatpura Sarkar University ,Chhattisgarh,Medical,"45,200","24,200",8.5,9,8,8.5,8.5,8.5,8.5,,800000,90,,
Maharishi University of Management and Technology Bilaspur ,Chhattisgarh,Medical,"12,000",--,6.4,7.5,7,6,7.5,5.3,5,,400000,92,,
"ISBM University, Raipur ",Chhattisgarh,Medical,"22,900",--,--,--,--,--,--,--,--,,1400000,92,,
"D.L.S. P.G. College, Bilaspur ",Chhattisgarh,Medical,"8,000",--,--,--,--,--,--,--,--,,600000,99,,
All India Institute of Medical Sciences ,Chhattisgarh,Medical,"3,165","10,310",8.3,8.9,7.7,8.8,8.6,8.6,7.4,,400000,95,,
"Apollo College of Physiotherapy, Durg ",Chhattisgarh,Medical,"52,500","75,000",--,--,--,--,--,--,--,,700000,98,,
Chhattisgarh Institute of Medical Sciences ,Chhattisgarh,Medical,"42,000","26,000",8,8.3,6.9,8.2,6.9,9,8.7,,1300000,92,,
Post Graduate Institute of Behavioral and Medical ,Chhattisgarh,Medical,--,--,--,--,--,--,--,--,--,,600000,94,,
"Netaji Subhash College, Raipur ",Chhattisgarh,Medical,"15,980",--,--,--,--,--,--,--,--,,1400000,99,,
Pt. Deen Dayal Upadhaya Memorial Ayush and ,Chhattisgarh,Medical,--,--,7.6,7,7.5,8,7.5,8,7.5,,700000,91,,
Chhattisgarh Swami Vivekanand Technical University ,Chhattisgarh,Medical,--,--,6.1,7.3,5.4,6.9,6.4,4.7,5.8,,1200000,91,,
Chhattisgarh University ,Chhattisgarh,Medical,--,--,7.7,8,7.5,8,7,8,7.5,,600000,94,,
Pandit Sundarlal Sharma Open University ,Chhattisgarh,Medical,"8,200",--,7.4,8,6,8.2,8,6.9,7.4,,900000,88,,
"St Vincent Pallotti College, Raipur ",Chhattisgarh,Medical,"17,600",--,7.3,8.5,5,8,7.5,6.5,8,,900000,93,,
"Dr. CV Raman University, Institute of Open ",Chhattisgarh,Medical,"21,000",--,6.8,7,6,7,7.5,6,7,,1000000,96,,
Pt. Jawahar Lal Nehru Memorial Medical College ,Chhattisgarh,Medical,"50,000","50,000",8.1,8.2,7.5,8,8.2,8.7,7.7,,1200000,86,,
"Late Baliram Kashyap Memorial Govt. Medical College, ",Chhattisgarh,Medical,--,--,7.8,7,8,--,7,9,--,,1000000,95,,
Late Shri Lakhi Ram Agrawal Memorial Government ,Chhattisgarh,Medical,"50,000",--,7,7,7,7,7.5,7,6.5,,400000,93,,
Government Medical College Rajnandgaon ,Chhattisgarh,Medical,"50,000",--,8.1,8.5,7.5,9,7.5,9.5,6.5,,1100000,94,,
Government Medical College ,Chhattisgarh,Medical,--,--,8,--,--,--,--,--,--,,800000,87,,
"Shri Narayan Prasad Awasthi Government Ayurved College, ",Chhattisgarh,Medical,--,--,--,--,--,--,--,--,--,,1200000,98,,
"Pt. Harishankar Shukla Memorial College, Raipur ",Chhattisgarh,Medical,--,--,8.5,9,8,9,8,9,8,,1300000,97,,
Hemchand Yadav Vishwavidyalaya ,Chhattisgarh,Medical,--,--,7.8,7.9,7.4,8,7.6,7.7,8.2,,800000,99,,
Shri Shankaracharya Institute Of Medical Sciences ,Chhattisgarh,Medical,"7,13,156",--,7,7.7,6,7.7,6.7,8,5.7,,800000,86,,
Birsa Agricultural University ,Jharkhand,Medical,--,--,7.3,7.6,8.3,7.2,7.6,5,8.3,,500000,97,,
"Ranchi University, Ranchi ",Jharkhand,Medical,"2,350","2,850",7.5,7.9,6.8,8,8.3,6.2,7.8,,1400000,88,,
Central Institute of Psychiatry ,Jharkhand,Medical,"3,000",--,6.3,--,--,7,--,4.5,7.5,,600000,89,,
YBN University ,Jharkhand,Medical,"44,500","49,600",8.2,8.5,7.5,8.5,8,8.3,8.4,,1300000,86,,
"AISECT University, Hazaribagh ",Jharkhand,Medical,"15,000",--,9.9,--,--,--,--,--,--,,1200000,97,,
"RKDF University, Ranchi ",Jharkhand,Medical,"1,53,000","50,000",--,--,--,--,--,--,--,,1000000,99,,
Jharkhand Rai University ,Jharkhand,Medical,"75,000",--,7.7,8,7.5,8.8,7.3,6.9,7.8,,400000,85,,
Netaji Subhas University ,Jharkhand,Medical,"40,000",--,9,9.5,9.4,8.7,9.2,8.5,8.7,,600000,94,,
Radha Govind University ,Jharkhand,Medical,"26,000",--,8.6,8.9,8,8.7,8.9,8.4,8.5,,500000,95,,
"Arka Jain University, Jamshedpur ",Jharkhand,Medical,"93,000",--,8.1,8.1,7.7,8.1,8,7.5,9,,400000,89,,
Usha Martin University ,Jharkhand,Medical,"60,000","79,000",7.6,8.5,6.5,8.8,6.8,7.9,7.1,,1200000,93,,
Sarala Birla University ,Jharkhand,Medical,"38,300",--,8.5,8.6,8.3,8.4,8.8,8.4,8.2,,1100000,99,,
Capital University ,Jharkhand,Medical,--,--,8.2,8.3,8.1,8,8.3,8.1,8.1,,800000,96,,
Ramchandra Chandravansi University ,Jharkhand,Medical,"30,000","30,000",5.7,7,--,--,6,4,--,,1400000,96,,
"Coxtan Administrative & Management College, Dhanbad ",Jharkhand,Medical,--,--,--,--,--,--,--,--,--,,500000,99,,
"Jamshedpur Women's College, Jamshedpur ",Jharkhand,Medical,"26,000",--,7.4,7.8,7.4,7.6,7.3,7.2,6.9,,400000,89,,
Shine Abdur Razzaque Ansari Institute of Health ,Jharkhand,Medical,"45,000",--,--,--,--,--,--,--,--,,1000000,96,,
"Mahatma Gandhi Memorial Medical College, Jamshedpur ",Jharkhand,Medical,"1,500","1,500",7.6,7.6,7.9,7.3,6.8,8.3,7.6,,1400000,95,,
Patliputra Medical College & Hospital ,Jharkhand,Medical,--,--,8.3,8.8,8.2,8.4,7.2,9.2,8.1,,1400000,94,,
Rajendra Institute of Medical Sciences ,Jharkhand,Medical,--,--,8,8.3,7.5,8.3,8.1,8.6,7.3,,500000,93,,
"Florence College of Nursing, Ranchi ",Jharkhand,Medical,--,--,--,--,--,--,--,--,--,,400000,98,,
"Kolhan University, Chaibasa ",Jharkhand,Medical,--,--,7.3,7.4,6.7,8.1,6.7,6.9,7.7,,500000,97,,
"Vananchal Educational and Welfare Trust, Garhwa ",Jharkhand,Medical,"1,30,000","24,000",7.2,8,7,7,7,7,7,,1000000,96,,
"Dr. Shyama Prasad Mukherjee University, Ranchi ",Jharkhand,Medical,"30,000","42,000",6.5,7.2,5.2,6.8,6.9,6,7.1,,1000000,94,,
"Markham college of Commerce, Hazaribagh ",Jharkhand,Medical,--,--,7,6.3,6,8,6.7,7.3,7.5,,1300000,90,,
"Pragyan International University, Ranchi ",Jharkhand,Medical,"19,500","14,500",--,--,--,--,--,--,--,,900000,87,,
Binod Bihar Mahto Koylanchal University ,Jharkhand,Medical,--,--,8.3,8.7,7.9,8.3,8.6,7.5,8.5,,800000,88,,
All India Institute of Medical Sciences ,Jharkhand,Medical,"1,693",--,--,--,--,--,--,--,--,,600000,88,,
Shrinivas Institute of Paramedical Sciences ,Jharkhand,Medical,"36,000","36,000",--,--,--,--,--,--,--,,600000,85,,
Dr Rajendra Prasad Government Medical College ,Himachal pradesh,Medical,--,--,8.7,8.7,8,8.3,9,8.7,9.3,,1400000,87,,
"Shoolini University, Solan ",Himachal pradesh,Medical,"1,76,750",--,8.3,8.4,7.6,8.4,8.6,8.3,8.7,,1200000,87,,
Maharishi Markandeshwar ,Himachal pradesh,Medical,"73,500","91,500",8.6,9,8.2,8.9,8.2,8.4,8.9,,700000,97,,
Eternal University ,Himachal pradesh,Medical,"70,000",--,7.5,7.4,7.1,7.8,8.2,7.1,7.4,,1200000,98,,
Abhilashi University ,Himachal pradesh,Medical,"2,60,000",--,8.4,8.9,8.3,8.4,8.6,8.1,8.1,,700000,85,,
Baddi University of Emerging Sciences and Technologies ,Himachal pradesh,Medical,"1,09,623",--,7.1,6.7,6.9,7.2,7.3,7,7.7,,500000,97,,
IEC University Baddi ,Himachal pradesh,Medical,"88,600",--,7.6,7.5,7.5,7.4,7.7,8,7.5,,700000,93,,
Career Point University ,Himachal pradesh,Medical,"45,000",--,7.5,7.5,7.4,7,7.6,6.6,8.6,,900000,95,,
Bahra University ,Himachal pradesh,Medical,"74,700",--,7.6,7.8,7.5,8,7.7,7,7.6,,900000,85,,
Solan Homoeopathic Medical College and Hospital ,Himachal pradesh,Medical,"93,875",--,9,9,--,--,9,9,--,,800000,93,,
Indira Gandhi Medical College ,Himachal pradesh,Medical,"13,000","39,000",7.1,7.8,6.5,7.8,5.9,7.8,6.7,,400000,85,,
Himachal Pradesh University ,Himachal pradesh,Medical,"76,500","28,900",7.2,7.7,6.7,7.7,7.3,6.1,7.7,,600000,86,,
Akal College of Public Health and Hospital ,Himachal pradesh,Medical,"65,000",--,8.3,9,8,--,8,8,--,,800000,86,,
"Dr. Y. S. Parmar Medical College Nahan, ",Himachal pradesh,Medical,"60,000",--,7.7,8.5,8.4,8.5,5.7,8.2,6.9,,900000,98,,
Pt. Jawahar Lal Nehru Government Medical College ,Himachal pradesh,Medical,"60,000",--,7.6,8,7,8,7.5,8,7,,400000,90,,
Shri Lal Bahadur Shastri Government Medical College ,Himachal pradesh,Medical,"60,000",--,--,--,--,--,--,--,--,,1200000,91,,
Sher-e-Kashmir University of Agricultural Sciences and Technology ,Jammu,Medical,"60,000",--,7.4,8.4,7.4,7.7,8,5.9,7.2,,600000,95,,
Jammu Institute of Ayurveda and Research College ,Jammu,Medical,"1,13,500","1,72,500",5.9,6.5,4,7.7,8,4,5.3,,1300000,85,,
"Bhargava Paramedical College, Jammu ",Jammu,Medical,--,--,--,--,--,--,--,--,--,,600000,87,,
"Acharya Shri Chander College of Medical Sciences, ",Jammu,Medical,"39,000","13,05,000",7.5,8.2,6.8,7.8,7.2,8,6.8,,1400000,86,,
"Government Medical College, Srinagar ",Jammu,Medical,"35,625","25,000",7.6,8.3,6,8,8.6,8.4,6.4,,500000,92,,
Government Medical College ,Jammu,Medical,--,--,7.5,7.3,7,7,7.5,8.3,8,,1100000,93,,
Sher-i-Kashmir Institute of Medical Sciences ,Jammu,Medical,"18,500","67,000",6.6,8,4.7,6.3,6.8,8,5.7,,600000,97,,
University of Kashmir ,Jammu,Medical,--,--,6.7,7,6.9,7.1,7.2,5.1,6.8,,900000,86,,
Jammu College of Physiotherapy ,Jammu,Medical,"1,00,060",--,3.3,5,2,5,1,2,5,,500000,86,,
Kashmir Tibbia College Hospital and Research Centre ,Jammu,Medical,"1,10,000",--,4.5,8,1,8,6,3,1,,1000000,94,,
"Government Polytechnic For Women, Srinagar ",Jammu,Medical,"2,130",--,--,--,--,--,--,--,--,,700000,99,,
Post Graduate Institute of Medical Education & ,Chandigarh,Medical,"3,470","3,470",8,8.3,6.8,8.8,8.2,8,8,,1200000,93,,
Government Medical College and Hospital ,Chandigarh,Medical,"25,000","22,000",7.9,8.7,7,8.5,8.2,6.9,8.3,,1300000,98,,
Panjab University ,Chandigarh,Medical,"53,800","95,800",7.7,8.2,7.7,8,7.7,6.5,8.2,,1200000,88,,
"Sri Guru Gobind Singh College of Pharmacy, ",Chandigarh,Medical,"2,575",--,8.8,9.3,8.3,9.7,8.3,7.7,9.3,,1000000,89,,
DAV College ,Chandigarh,Medical,"23,510",--,8,8.4,7.4,8.3,8,6.8,8.8,,1100000,97,,
Goswami Ganesh Dutt Sanatan Dharama College ,Chandigarh,Medical,--,--,8.1,8.6,7.6,8.5,8.1,7.1,8.8,,600000,95,,
"Homoeopathic Medical College & Hospital, Chandigarh ",Chandigarh,Medical,"85,000",--,9.8,--,--,--,--,--,--,,1400000,93,,
Shivalik Institute of Paramedical Technology ,Chandigarh,Medical,"70,000","80,000",7.7,8.5,7.3,7.8,7.3,7.3,7.8,,800000,90,,
Government Industrial Training Institute for Women ,Chandigarh,Medical,--,--,--,--,--,--,--,--,--,,500000,94,,
Swami Vivekanand Group Of Institutes ,Chandigarh,Medical,"32,840",--,8.5,9,7.8,--,9,8.1,--,,1300000,96,,
"Dibrugarh University, Dibrugarh ",Assam,Pharmacy,"6,000","4,820",7.8,7.9,7.7,8,8.4,6.5,8.2,,1000000,93,,
Girijananda Chowdhury Institute of Pharmaceutical Science ,Assam,Pharmacy,"1,55,000","1,20,000",8,8.3,6.7,8.3,7.7,8.3,8.7,,1100000,93,,
Royal Global University ,Assam,Pharmacy,"1,20,000","95,000",7.6,7.8,6.6,8,9,6.5,7.7,,1200000,91,,
Assam Down Town University ,Assam,Pharmacy,"1,50,000","1,60,000",8.2,8.4,7.6,8.4,8.2,7.8,8.6,,1400000,98,,
Assam Science and Technology University ,Assam,Pharmacy,"21,000","3,000",7.8,7.9,7.6,8,7.7,7.6,7.9,,1400000,96,,
National Institute of Pharmaceutical Education And Research ,Assam,Pharmacy,"1,23,350","1,10,150",8.2,9,8,8.2,7.5,8.2,8.4,,1000000,94,,
"Assam University, Silchar ",Assam,Pharmacy,"41,545",--,7.5,7.8,6.5,8,7.6,6.6,8.4,,1300000,93,,
Kaziranga University ,Assam,Pharmacy,"1,20,500","1,00,500",7.5,7.3,6.7,8.1,7.4,7.2,8.1,,1300000,89,,
Srimanta Sankaradeva University of Health Sciences ,Assam,Pharmacy,--,--,8.2,8.5,7.5,8.7,7.5,8.3,8.4,,1100000,89,,
NETES Institute of Pharmaceutical Science ,Assam,Pharmacy,"1,90,000","1,90,000",7.5,9,7,9,7,6,7,,1200000,96,,
"NEPEDS Group of Institutions, Guwahati ",Assam,Pharmacy,"4,75,000","2,50,000",--,--,--,--,--,--,--,,900000,92,,
"PEWS Group of Institutions, Guwahati ",Assam,Pharmacy,--,--,--,--,--,--,--,--,--,,1300000,94,,
Indira Gandhi Institute of Medical Sciences ,Bihar,Pharmacy,"20,000",--,8.7,8.8,8.6,8.3,8.7,9.3,8.3,,500000,88,,
Aryabhatta Knowledge University ,Bihar,Pharmacy,--,--,8,8.7,7.1,8.1,8.3,7.6,8.1,,500000,93,,
Gopal Narayan Singh University ,Bihar,Pharmacy,"80,000","1,00,000",8.5,8.6,8.6,8.2,8.9,8.1,8.4,,700000,91,,
Muzaffarpur Institute of Technology ,Bihar,Pharmacy,--,--,7.1,7.3,6.8,7.6,7.2,6.2,7.4,,1200000,91,,
"Al-Karim University, Katihar ",Bihar,Pharmacy,--,--,--,--,--,--,--,--,--,,1000000,97,,
"Sachchidanand Sinha College, Aurangabad ",Bihar,Pharmacy,"64,500",--,6.8,7,6.4,6.6,8.3,4.8,7.8,,500000,99,,
"Bihar College of Pharmacy, Patna ",Bihar,Pharmacy,"1,10,000","1,00,000",8,8.3,8,8.4,7.3,8.1,7.7,,1100000,87,,
